gene_id	gene_short_name	locus	FPKM	TPM	ln(TPM)
CV702_RS05590	folP	NZ_CP024954.1:1148745-1149819	128.934	63.15127477	4.145533035
CV702_RS09765	-	NZ_CP024954.1:2042112-2042547	128.945	63.15666251	4.145618346
CV702_RS08860	-	NZ_CP024954.1:1869197-1869839	129.266	63.31388682	4.148104686
CV702_RS08830	aroB	NZ_CP024954.1:1861120-1862191	129.359	63.35943779	4.148823874
CV702_RS04690	-	NZ_CP024954.1:966205-966967	129.455	63.40645815	4.14956572
CV702_RS05445	truB	NZ_CP024954.1:1121902-1122892	130.11	63.72727411	4.154612636
CV702_RS02935	spx	NZ_CP024954.1:578296-578695	130.396	63.86735558	4.156808364
CV702_RS09530	-	NZ_CP024954.1:2008554-2008734	131.115	64.21951844	4.16230719
CV702_RS04590	-	NZ_CP024954.1:945983-946733	131.458	64.38751825	4.164919798
CV702_RS00350	-	NZ_CP024954.1:67346-68132	131.696	64.50408955	4.166728626
CV702_RS10925	-	NZ_CP024954.1:2257795-2258599	131.893	64.60057923	4.168223377
CV702_RS09190	-	NZ_CP024954.1:1941288-1941744	131.911	64.60939555	4.168359842
CV702_RS08620	phoU	NZ_CP024954.1:1817241-1817895	132.514	64.90474215	4.17292069
CV702_RS07095	-	NZ_CP024954.1:1487760-1488096	132.677	64.98457879	4.174149992
CV702_RS10900	-	NZ_CP024954.1:2247592-2252509	133.165	65.22359893	4.17782135
CV702_RS06265	thiD	NZ_CP024954.1:1327982-1328786	133.286	65.28286417	4.178729585
CV702_RS07830	asp3	NZ_CP024954.1:1652253-1653051	133.705	65.48808842	4.18186827
CV702_RS09155	-	NZ_CP024954.1:1936000-1936639	133.832	65.55029243	4.182817671
CV702_RS08600	-	NZ_CP024954.1:1813379-1813739	134.205	65.7329861	4.185600871
CV702_RS08590	-	NZ_CP024954.1:1812102-1812498	134.628	65.94016954	4.188747809
CV702_RS08790	-	NZ_CP024954.1:1853703-1855707	134.735	65.99257764	4.189542276
CV702_RS10300	-	NZ_CP024954.1:2145782-2147588	134.777	66.01314905	4.18985395
CV702_RS06850	-	NZ_CP024954.1:1448979-1450491	135.41	66.32318951	4.194539602
CV702_RS02190	-	NZ_CP024954.1:440428-441085	135.537	66.38539352	4.195477055
CV702_RS00580	-	NZ_CP024954.1:108146-108692	135.933	66.57935248	4.198394507
CV702_RS12320	-	NZ_CP024954.1:1725653-1728864	136.05	66.63665854	4.199254855
CV702_RS09300	-	NZ_CP024954.1:1964098-1964674	136.358	66.78751551	4.201516169
CV702_RS08990	-	NZ_CP024954.1:1892505-1893351	136.858	67.03241319	4.205176281
CV702_RS06500	-	NZ_CP024954.1:1377131-1377905	137.01	67.10686208	4.206286305
CV702_RS11240	-	NZ_CP024954.1:2326978-2327833	137.244	67.2214742	4.207992753
CV702_RS07660	-	NZ_CP024954.1:1618489-1619197	138.021	67.60204519	4.213638237
CV702_RS00095	tilS	NZ_CP024954.1:23274-24546	138.039	67.61086151	4.213768643
CV702_RS09880	-	NZ_CP024954.1:2060796-2062296	138.064	67.62310639	4.213949735
CV702_RS10850	-	NZ_CP024954.1:2241507-2242245	138.339	67.75780011	4.215939584
CV702_RS11250	dnaX	NZ_CP024954.1:2329856-2331515	138.607	67.88906527	4.21787498
CV702_RS06925	-	NZ_CP024954.1:1467040-1467445	138.691	67.93020808	4.218480826
CV702_RS08920	-	NZ_CP024954.1:1880847-1882209	138.938	68.05118753	4.22026018
CV702_RS05275	-	NZ_CP024954.1:1081518-1082148	139.477	68.31518723	4.224132102
CV702_RS11195	-	NZ_CP024954.1:2318853-2320268	139.752	68.44988096	4.226101813
CV702_RS07665	-	NZ_CP024954.1:1619318-1620254	139.946	68.54490125	4.227489023
CV702_RS08780	-	NZ_CP024954.1:1851784-1852456	140.072	68.60661547	4.228388966
CV702_RS00355	-	NZ_CP024954.1:68186-69446	140.156	68.64775828	4.228988477
CV702_RS01645	-	NZ_CP024954.1:321677-323330	140.609	68.86963558	4.232215378
CV702_RS03230	-	NZ_CP024954.1:642061-642595	140.666	68.89755391	4.232620675
CV702_RS11555	-	NZ_CP024954.1:2376480-2377707	140.675	68.90196207	4.232684655
CV702_RS07085	-	NZ_CP024954.1:1485977-1487057	141.082	69.10130878	4.235573671
CV702_RS06375	-	NZ_CP024954.1:1350622-1351234	141.099	69.1096353	4.235694161
CV702_RS05345	-	NZ_CP024954.1:1094569-1097251	141.192	69.15518627	4.236353056
CV702_RS02120	-	NZ_CP024954.1:425176-425719	141.267	69.19192092	4.236884106
CV702_RS06910	-	NZ_CP024954.1:1465699-1466005	141.561	69.33592076	4.238963109
CV702_RS01535	-	NZ_CP024954.1:299639-300746	141.95	69.52645115	4.241707272
CV702_RS05105	-	NZ_CP024954.1:1052370-1053027	142.357	69.72579786	4.244570376
CV702_RS01530	-	NZ_CP024954.1:298675-299536	142.433	69.76302231	4.245104103
CV702_RS09505	rsmB	NZ_CP024954.1:2004182-2005457	142.523	69.80710389	4.24573578
CV702_RS11480	mutL	NZ_CP024954.1:2362101-2364072	142.786	69.93592007	4.247579395
CV702_RS10105	dusB	NZ_CP024954.1:2105528-2106533	142.93	70.0064506	4.248587389
CV702_RS00840	-	NZ_CP024954.1:166636-167785	142.944	70.01330774	4.248685335
CV702_RS11075	coaD	NZ_CP024954.1:2293146-2293644	143.331	70.20285854	4.25138903
CV702_RS08405	-	NZ_CP024954.1:1770381-1772124	143.523	70.29689925	4.25272769
CV702_RS00870	-	NZ_CP024954.1:173500-173863	143.737	70.40171546	4.25421763
CV702_RS09070	-	NZ_CP024954.1:1913753-1915758	143.795	70.43012359	4.254621064
CV702_RS10465	-	NZ_CP024954.1:2175050-2176181	143.898	70.48057251	4.255337105
CV702_RS11015	-	NZ_CP024954.1:2278154-2278646	144.361	70.70734776	4.258549496
CV702_RS04565	-	NZ_CP024954.1:940668-941016	144.754	70.89983734	4.261268139
CV702_RS06365	-	NZ_CP024954.1:1344554-1345994	144.831	70.93755158	4.261799935
CV702_RS04505	mraY	NZ_CP024954.1:929532-930522	145.05	71.04481677	4.2633109
CV702_RS02115	-	NZ_CP024954.1:424695-425196	145.163	71.10016364	4.264089638
CV702_RS03880	-	NZ_CP024954.1:782118-782922	145.242	71.13885747	4.264633706
CV702_RS03590	-	NZ_CP024954.1:722472-722877	145.368	71.20057169	4.265500848
CV702_RS10050	-	NZ_CP024954.1:2097688-2098351	146.294	71.65412219	4.271850685
CV702_RS01575	-	NZ_CP024954.1:306760-307699	146.376	71.69428541	4.272411043
CV702_RS02530	-	NZ_CP024954.1:495812-496214	146.868	71.93526473	4.275766614
CV702_RS00450	-	NZ_CP024954.1:88008-89046	146.898	71.94995859	4.275970858
CV702_RS02625	nfsA	NZ_CP024954.1:512265-513021	146.911	71.95632593	4.276059351
CV702_RS11120	-	NZ_CP024954.1:2302087-2302420	146.939	71.9700402	4.276249924
CV702_RS10615	-	NZ_CP024954.1:2212753-2213116	147.573	72.28057045	4.280555358
CV702_RS05680	-	NZ_CP024954.1:1164727-1164928	147.621	72.30408063	4.280880568
CV702_RS01680	-	NZ_CP024954.1:331366-333010	148.241	72.60775375	4.285071717
CV702_RS09745	-	NZ_CP024954.1:2040028-2040232	148.282	72.62783536	4.285348256
CV702_RS00430	-	NZ_CP024954.1:83257-83899	148.445	72.70767201	4.286446909
CV702_RS09970	-	NZ_CP024954.1:2081502-2082063	148.602	72.78456988	4.287503981
CV702_RS05425	-	NZ_CP024954.1:1118118-1118691	148.678	72.82179433	4.288015283
CV702_RS02165	-	NZ_CP024954.1:433453-436636	148.98	72.96971252	4.290044458
CV702_RS02610	-	NZ_CP024954.1:510141-510585	149.187	73.07110016	4.291432942
CV702_RS05040	-	NZ_CP024954.1:1040044-1040950	149.427	73.18865105	4.293040369
CV702_RS08410	-	NZ_CP024954.1:1772271-1773639	149.458	73.20383471	4.293247806
CV702_RS06120	-	NZ_CP024954.1:1291668-1293924	149.615	73.28073258	4.294297717
CV702_RS08165	-	NZ_CP024954.1:1716315-1717230	149.667	73.30620194	4.294645216
CV702_RS02110	-	NZ_CP024954.1:423867-424656	149.898	73.41934466	4.296187452
CV702_RS11785	-	NZ_CP024954.1:2422276-2423584	151.036	73.97673178	4.303750608
CV702_RS08745	-	NZ_CP024954.1:1843992-1846497	151.925	74.41215986	4.309619367
CV702_RS03900	sdaAB	NZ_CP024954.1:787094-787766	152.121	74.50815975	4.310908646
CV702_RS09060	-	NZ_CP024954.1:1912124-1912733	152.448	74.66832283	4.313055944
CV702_RS11445	-	NZ_CP024954.1:2356021-2356459	152.723	74.80301655	4.314858212
CV702_RS07140	-	NZ_CP024954.1:1494534-1495827	152.754	74.81820021	4.315061174
CV702_RS10480	-	NZ_CP024954.1:2178381-2179962	152.781	74.83142468	4.315237913
CV702_RS06775	-	NZ_CP024954.1:1436436-1437066	153.011	74.94407761	4.316742204
CV702_RS04595	-	NZ_CP024954.1:946716-947754	153.015	74.9460368	4.316768345
CV702_RS10305	-	NZ_CP024954.1:2147866-2148268	153.342	75.10619988	4.31890311
CV702_RS01300	-	NZ_CP024954.1:254221-255088	153.544	75.20513854	4.32021956
CV702_RS08935	-	NZ_CP024954.1:1883745-1884309	153.715	75.28889355	4.321332628
CV702_RS09005	-	NZ_CP024954.1:1895711-1896194	154.103	75.47893415	4.323853599
CV702_RS08315	-	NZ_CP024954.1:1751674-1753105	154.114	75.4843219	4.323924978
CV702_RS09215	-	NZ_CP024954.1:1945387-1945831	154.213	75.53281164	4.324567153
CV702_RS11570	mreD	NZ_CP024954.1:2381183-2381711	154.277	75.56415854	4.324982077
CV702_RS06225	-	NZ_CP024954.1:1318760-1319414	154.299	75.57493404	4.325124668
CV702_RS00770	-	NZ_CP024954.1:152354-152786	154.305	75.57787281	4.325163553
CV702_RS08550	-	NZ_CP024954.1:1804729-1805560	155.094	75.96432135	4.330263774
CV702_RS08730	-	NZ_CP024954.1:1841750-1842665	155.144	75.98881111	4.330586107
CV702_RS10295	-	NZ_CP024954.1:2144993-2145764	155.39	76.10930077	4.332170475
CV702_RS11335	-	NZ_CP024954.1:2342546-2343164	155.67	76.24644347	4.333970771
CV702_RS05930	-	NZ_CP024954.1:1255697-1256684	155.886	76.35223927	4.33535736
CV702_RS09830	gmk	NZ_CP024954.1:2051298-2051916	156.725	76.76317758	4.340725067
CV702_RS09175	-	NZ_CP024954.1:1939335-1940253	156.756	76.77836123	4.340922846
CV702_RS05340	-	NZ_CP024954.1:1093864-1094566	156.796	76.79795305	4.341177987
CV702_RS02755	-	NZ_CP024954.1:536389-538405	156.799	76.79942243	4.34119712
CV702_RS11265	-	NZ_CP024954.1:2332808-2333081	156.941	76.86897337	4.342102328
CV702_RS09485	proC	NZ_CP024954.1:2000121-2000910	157.217	77.00415689	4.343859406
CV702_RS08475	-	NZ_CP024954.1:1789688-1790246	157.395	77.09134047	4.344990959
CV702_RS03765	-	NZ_CP024954.1:752642-753152	157.525	77.15501386	4.345816565
CV702_RS01120	-	NZ_CP024954.1:218907-219720	157.696	77.23876887	4.346901518
CV702_RS06110	-	NZ_CP024954.1:1290138-1290855	157.87	77.32399326	4.348004299
CV702_RS03630	-	NZ_CP024954.1:730762-731203	158.01	77.39256461	4.348890712
CV702_RS06210	-	NZ_CP024954.1:1314104-1315127	158.636	77.69917651	4.352844659
CV702_RS00540	-	NZ_CP024954.1:103091-104003	158.738	77.74913563	4.353487434
CV702_RS05915	-	NZ_CP024954.1:1251691-1252060	159.307	78.02782919	4.357065548
CV702_RS11545	-	NZ_CP024954.1:2374993-2375737	159.36	78.05378835	4.357398183
CV702_RS09075	-	NZ_CP024954.1:1915811-1916117	159.965	78.35011454	4.361187431
CV702_RS11135	-	NZ_CP024954.1:2306527-2306776	159.969	78.35207372	4.361212436
CV702_RS09160	-	NZ_CP024954.1:1936707-1937232	160.021	78.37754308	4.361537446
CV702_RS07705	-	NZ_CP024954.1:1626394-1626931	160.105	78.41868589	4.362062239
CV702_RS00295	-	NZ_CP024954.1:59227-60061	160.868	78.79239975	4.366816542
CV702_RS06125	-	NZ_CP024954.1:1293916-1294348	161.512	79.10782796	4.370811833
CV702_RS01065	-	NZ_CP024954.1:210105-210840	161.583	79.14260343	4.371251332
CV702_RS08025	-	NZ_CP024954.1:1695526-1695991	161.605	79.15337893	4.371387476
CV702_RS04580	-	NZ_CP024954.1:944373-944706	161.857	79.27680736	4.372945619
CV702_RS00400	-	NZ_CP024954.1:76130-78353	162.157	79.42374596	4.374797391
CV702_RS02875	-	NZ_CP024954.1:560677-561595	162.31	79.49868465	4.375740476
CV702_RS00275	-	NZ_CP024954.1:54019-54832	162.472	79.5780315	4.376738069
CV702_RS07740	trmD	NZ_CP024954.1:1632849-1633593	162.524	79.60350086	4.377058073
CV702_RS06315	-	NZ_CP024954.1:1337452-1338172	162.763	79.72056195	4.378527544
CV702_RS05170	-	NZ_CP024954.1:1064910-1065801	162.889	79.78227617	4.379301377
CV702_RS08210	ffh	NZ_CP024954.1:1724018-1725575	163.146	79.90815357	4.380877895
CV702_RS08820	-	NZ_CP024954.1:1859375-1859975	163.391	80.02815344	4.382378491
CV702_RS12000	-	NZ_CP024954.1:2009487-2010642	163.409	80.03696975	4.38248865
CV702_RS01055	-	NZ_CP024954.1:209054-209480	163.443	80.0536228	4.382696695
CV702_RS09960	-	NZ_CP024954.1:2079268-2080357	163.572	80.1168064	4.38348565
CV702_RS05295	glyQ	NZ_CP024954.1:1084993-1085947	163.932	80.29313273	4.385684097
CV702_RS00745	-	NZ_CP024954.1:147621-149121	164.477	80.5600712	4.389003132
CV702_RS09135	-	NZ_CP024954.1:1930402-1931518	164.858	80.74668323	4.391316887
CV702_RS00810	-	NZ_CP024954.1:160094-161438	165.228	80.92790751	4.393558728
CV702_RS02580	-	NZ_CP024954.1:504958-505339	165.278	80.95239728	4.393861294
CV702_RS03280	glgA	NZ_CP024954.1:652230-653667	165.314	80.97002991	4.394079085
CV702_RS00940	-	NZ_CP024954.1:184173-185535	165.654	81.13656033	4.396133665
CV702_RS10345	msrA	NZ_CP024954.1:2153496-2154015	165.77	81.1933766	4.396833675
CV702_RS04945	-	NZ_CP024954.1:1019107-1019986	167.101	81.84529422	4.404830809
CV702_RS06530	-	NZ_CP024954.1:1381837-1382419	167.139	81.86390644	4.405058191
CV702_RS03270	-	NZ_CP024954.1:649867-651010	167.198	81.89280437	4.405411128
CV702_RS01605	-	NZ_CP024954.1:312276-312669	167.368	81.97606958	4.40642737
CV702_RS03805	smc	NZ_CP024954.1:760133-763658	168.192	82.37966095	4.411338573
CV702_RS09755	-	NZ_CP024954.1:2040805-2041120	168.461	82.51141591	4.412936658
CV702_RS03440	-	NZ_CP024954.1:689805-690387	168.982	82.76659929	4.41602459
CV702_RS03955	uvrC	NZ_CP024954.1:800130-802053	169.46	83.00072147	4.4188493
CV702_RS00920	-	NZ_CP024954.1:180041-181250	169.747	83.14129274	4.420541483
CV702_RS02535	-	NZ_CP024954.1:496217-498014	169.891	83.21182327	4.421389444
CV702_RS07150	coaA	NZ_CP024954.1:1496647-1497568	170.357	83.44006791	4.424128625
CV702_RS04855	-	NZ_CP024954.1:999371-1000709	170.556	83.53753718	4.425296078
CV702_RS06665	-	NZ_CP024954.1:1412573-1413104	170.646	83.58161876	4.425823625
CV702_RS08785	-	NZ_CP024954.1:1852458-1853523	170.661	83.58896569	4.425911522
CV702_RS08200	-	NZ_CP024954.1:1722792-1723368	170.743	83.62912891	4.426391891
CV702_RS09635	-	NZ_CP024954.1:2025992-2026877	170.812	83.66292479	4.426795926
CV702_RS11475	ruvA	NZ_CP024954.1:2361395-2361989	170.901	83.70651658	4.427316831
CV702_RS02460	-	NZ_CP024954.1:482962-484126	171.012	83.76088387	4.427966119
CV702_RS09280	infC	NZ_CP024954.1:1959311-1959806	171.213	83.85933273	4.429140785
CV702_RS00570	-	NZ_CP024954.1:106928-107240	171.653	84.07484269	4.431707387
CV702_RS06200	-	NZ_CP024954.1:1311186-1312662	171.733	84.11402632	4.432173335
CV702_RS02730	lgt	NZ_CP024954.1:530455-531241	172.57	84.52398503	4.437035341
CV702_RS05160	pyrE	NZ_CP024954.1:1062502-1063132	172.833	84.65280121	4.4385582
CV702_RS04460	-	NZ_CP024954.1:920335-920782	173.819	85.13573944	4.444246917
CV702_RS11280	-	NZ_CP024954.1:2335599-2336319	173.986	85.21753526	4.445207226
CV702_RS07080	-	NZ_CP024954.1:1484845-1485931	174.661	85.54814713	4.449079342
CV702_RS02085	tsaE	NZ_CP024954.1:420303-420768	174.694	85.56431038	4.449268261
CV702_RS06460	-	NZ_CP024954.1:1369721-1370525	175.35	85.88561613	4.453016366
CV702_RS05650	-	NZ_CP024954.1:1161197-1161383	175.359	85.89002429	4.453067691
CV702_RS05940	hisD	NZ_CP024954.1:1257286-1258582	175.795	86.10357507	4.455550933
CV702_RS03240	rsmA	NZ_CP024954.1:643303-644188	176.218	86.3107585	4.457954254
CV702_RS09975	-	NZ_CP024954.1:2082071-2082980	176.378	86.38912576	4.458861809
CV702_RS09435	-	NZ_CP024954.1:1991024-1991870	176.838	86.61443162	4.461466449
CV702_RS03285	-	NZ_CP024954.1:653755-656158	177.318	86.8495334	4.46417712
CV702_RS10120	-	NZ_CP024954.1:2107932-2108808	177.472	86.92496188	4.465045239
CV702_RS11205	gnd	NZ_CP024954.1:2322033-2322939	177.608	86.99157405	4.465811264
CV702_RS06075	-	NZ_CP024954.1:1285506-1285794	178.023	87.19483912	4.468145145
CV702_RS05705	rlmD	NZ_CP024954.1:1171298-1172669	178.337	87.34863487	4.469907408
CV702_RS11155	rlmD	NZ_CP024954.1:2308863-2310405	178.388	87.37361443	4.470193343
CV702_RS11150	-	NZ_CP024954.1:2307823-2308531	178.884	87.61655293	4.47296994
CV702_RS01490	-	NZ_CP024954.1:292729-292948	179.995	88.16071557	4.479161462
CV702_RS05635	-	NZ_CP024954.1:1158476-1159265	181.158	88.73034757	4.485601968
CV702_RS00040	-	NZ_CP024954.1:12345-12669	181.474	88.88512291	4.487344782
CV702_RS09395	-	NZ_CP024954.1:1983524-1983800	181.742	89.01638806	4.488820488
CV702_RS02245	-	NZ_CP024954.1:448102-449752	181.905	89.09622471	4.489716962
CV702_RS05950	hisB	NZ_CP024954.1:1259420-1260023	182.367	89.32251016	4.49225353
CV702_RS11540	dnaJ	NZ_CP024954.1:2373740-2374880	183.052	89.65801998	4.496002655
CV702_RS03295	-	NZ_CP024954.1:658275-659769	183.487	89.87108096	4.49837621
CV702_RS06685	pyrF	NZ_CP024954.1:1415248-1415962	183.497	89.87597892	4.498430708
CV702_RS10625	-	NZ_CP024954.1:2213930-2215016	183.688	89.96952983	4.499471056
CV702_RS03505	dnaB	NZ_CP024954.1:703636-705004	183.697	89.97393799	4.49952005
CV702_RS02900	-	NZ_CP024954.1:566713-567976	183.803	90.0258563	4.500096921
CV702_RS05240	-	NZ_CP024954.1:1076282-1077251	183.945	90.09540724	4.500869189
CV702_RS04930	-	NZ_CP024954.1:1016346-1017330	184.142	90.19189692	4.501939588
CV702_RS05035	parC	NZ_CP024954.1:1037544-1040019	185.281	90.74977384	4.508105981
CV702_RS07135	-	NZ_CP024954.1:1494344-1494533	185.371	90.79385542	4.508591612
CV702_RS07200	-	NZ_CP024954.1:1505992-1506613	185.541	90.87712063	4.509508271
CV702_RS05385	-	NZ_CP024954.1:1107508-1108594	186.694	91.44185468	4.515703302
CV702_RS01515	-	NZ_CP024954.1:295830-296691	187.116	91.64854832	4.517961135
CV702_RS09815	-	NZ_CP024954.1:2047854-2048229	187.295	91.73622169	4.518917303
CV702_RS02725	hprK	NZ_CP024954.1:529462-530392	187.859	92.01246627	4.521924071
CV702_RS01945	fni	NZ_CP024954.1:386831-387875	188.661	92.40528215	4.526184143
CV702_RS10920	rseP	NZ_CP024954.1:2256490-2257777	188.672	92.4106699	4.526242447
CV702_RS10545	-	NZ_CP024954.1:2198554-2199541	188.681	92.41507806	4.526290148
CV702_RS00380	-	NZ_CP024954.1:72632-73121	188.837	92.49148613	4.527116598
CV702_RS03120	-	NZ_CP024954.1:623946-624501	188.961	92.55222076	4.527773034
CV702_RS05180	nth	NZ_CP024954.1:1066660-1067317	189.041	92.59140439	4.528196312
CV702_RS02645	glyA	NZ_CP024954.1:515583-516831	189.097	92.61883293	4.5284925
CV702_RS06380	-	NZ_CP024954.1:1351266-1352289	189.56	92.84560818	4.530937986
CV702_RS05145	-	NZ_CP024954.1:1061292-1061475	189.935	93.02928144	4.532914298
CV702_RS10055	-	NZ_CP024954.1:2098393-2099686	190.072	93.0963834	4.533635337
CV702_RS11610	-	NZ_CP024954.1:2387154-2391456	190.367	93.24087303	4.535186177
CV702_RS08350	purB	NZ_CP024954.1:1759182-1760478	190.413	93.26340362	4.535427787
CV702_RS10200	-	NZ_CP024954.1:2123374-2124322	190.508	93.30993418	4.535926578
CV702_RS07790	-	NZ_CP024954.1:1641492-1642632	190.532	93.32168927	4.536052549
CV702_RS10095	hslO	NZ_CP024954.1:2103958-2104825	190.891	93.4975258	4.537934974
CV702_RS10610	-	NZ_CP024954.1:2212419-2212767	191.318	93.70666842	4.540169354
CV702_RS06980	-	NZ_CP024954.1:1475135-1475378	191.444	93.76838263	4.540827727
CV702_RS01090	-	NZ_CP024954.1:214130-214790	191.493	93.7923826	4.541083644
CV702_RS02540	-	NZ_CP024954.1:498010-498784	192.071	94.07548432	4.544097485
CV702_RS11675	-	NZ_CP024954.1:2405599-2406304	192.256	94.16609646	4.545060207
CV702_RS10145	-	NZ_CP024954.1:2113648-2114809	192.858	94.46095327	4.548186556
CV702_RS09890	-	NZ_CP024954.1:2064653-2065880	192.92	94.49132058	4.548507985
CV702_RS06915	-	NZ_CP024954.1:1466061-1466640	193.045	94.552545	4.549155712
CV702_RS03370	-	NZ_CP024954.1:677020-678130	193.149	94.60348372	4.549694301
CV702_RS09990	-	NZ_CP024954.1:2085489-2086794	193.222	94.63923878	4.550072176
CV702_RS10820	nusG	NZ_CP024954.1:2237997-2238555	193.348	94.70095299	4.550724063
CV702_RS01520	-	NZ_CP024954.1:296819-297680	193.4	94.72642235	4.550992972
CV702_RS03430	menD	NZ_CP024954.1:686516-688199	193.469	94.76021823	4.551349682
CV702_RS09460	yqeK	NZ_CP024954.1:1996194-1996788	193.487	94.76903455	4.551442716
CV702_RS08760	-	NZ_CP024954.1:1847930-1848419	193.655	94.85132017	4.552310615
CV702_RS00605	-	NZ_CP024954.1:120715-121483	193.804	94.92429968	4.553079728
CV702_RS08800	-	NZ_CP024954.1:1856667-1857027	193.926	94.98405471	4.553709032
CV702_RS05860	-	NZ_CP024954.1:1234530-1235205	193.982	95.01148325	4.553997761
CV702_RS07010	-	NZ_CP024954.1:1477364-1477730	194.083	95.06095258	4.554518292
CV702_RS05190	-	NZ_CP024954.1:1067998-1068772	194.26	95.14764636	4.555429857
CV702_RS00525	-	NZ_CP024954.1:100805-101615	194.368	95.20054426	4.555985659
CV702_RS08490	-	NZ_CP024954.1:1791429-1792239	194.586	95.30731965	4.557106614
CV702_RS01315	dapD	NZ_CP024954.1:256732-257503	194.82	95.42193176	4.558308445
CV702_RS01935	mvaD	NZ_CP024954.1:384846-385803	195.218	95.61687032	4.560349272
CV702_RS10030	pheS	NZ_CP024954.1:2093220-2094261	195.467	95.73882936	4.561623957
CV702_RS01200	-	NZ_CP024954.1:234727-235555	195.613	95.81033948	4.562370607
CV702_RS04560	-	NZ_CP024954.1:940121-940547	196.148	96.07238	4.565101866
CV702_RS01865	-	NZ_CP024954.1:372341-373682	196.151	96.07384938	4.56511716
CV702_RS09955	-	NZ_CP024954.1:2077858-2079022	196.275	96.13458401	4.565749126
CV702_RS01155	-	NZ_CP024954.1:224769-225486	196.317	96.15515541	4.565963089
CV702_RS07815	-	NZ_CP024954.1:1649595-1650105	196.687	96.3363797	4.567846022
CV702_RS01560	-	NZ_CP024954.1:304819-305113	196.976	96.47793056	4.569314283
CV702_RS01470	-	NZ_CP024954.1:287090-287417	197.332	96.6522977	4.571119979
CV702_RS02105	truA	NZ_CP024954.1:423073-423835	197.345	96.65866504	4.571185855
CV702_RS03750	-	NZ_CP024954.1:751251-751491	197.942	96.95107287	4.574206448
CV702_RS04975	prfB	NZ_CP024954.1:1024815-1025913	197.954	96.95695042	4.57426707
CV702_RS08700	-	NZ_CP024954.1:1835166-1836588	198.066	97.0118075	4.574832698
CV702_RS10175	-	NZ_CP024954.1:2119529-2120816	198.132	97.04413399	4.575165865
CV702_RS01325	-	NZ_CP024954.1:258914-260033	198.431	97.1905828	4.576673822
CV702_RS01555	-	NZ_CP024954.1:303835-304657	198.431	97.1905828	4.576673822
CV702_RS01695	mutM	NZ_CP024954.1:336169-336988	199.152	97.54372526	4.580300742
CV702_RS06900	-	NZ_CP024954.1:1464861-1465425	199.348	97.63972515	4.581284431
CV702_RS06490	-	NZ_CP024954.1:1375748-1376219	199.892	97.90617382	4.58400961
CV702_RS05955	-	NZ_CP024954.1:1260019-1260808	199.989	97.95368397	4.584494754
CV702_RS00395	-	NZ_CP024954.1:74973-75930	200.432	98.17066332	4.586707426
CV702_RS03220	-	NZ_CP024954.1:639954-641094	200.908	98.40380591	4.589079481
CV702_RS06060	topA	NZ_CP024954.1:1280359-1282492	201.48	98.68396885	4.59192251
CV702_RS00020	addA	NZ_CP024954.1:6421-10033	201.898	98.88870331	4.593995009
CV702_RS00035	ychF	NZ_CP024954.1:11118-12234	202.035	98.95580527	4.594673339
CV702_RS08145	-	NZ_CP024954.1:1713063-1714356	202.052	98.9641318	4.594757479
CV702_RS05715	-	NZ_CP024954.1:1174314-1174935	202.629	99.24674372	4.59760911
CV702_RS01255	-	NZ_CP024954.1:245556-245841	202.873	99.36625379	4.598812557
CV702_RS10905	-	NZ_CP024954.1:2252681-2253218	203.04	99.44804961	4.599635393
CV702_RS05495	-	NZ_CP024954.1:1132791-1134111	203.052	99.45392715	4.599694493
CV702_RS00260	-	NZ_CP024954.1:51130-52453	203.378	99.61360044	4.601298706
CV702_RS04830	rnr	NZ_CP024954.1:993673-996127	204.277	100.0539265	4.605709305
CV702_RS06205	-	NZ_CP024954.1:1312721-1313822	204.736	100.2787425	4.607953734
CV702_RS01745	-	NZ_CP024954.1:345228-346041	204.753	100.2870691	4.608036764
CV702_RS05935	hisG	NZ_CP024954.1:1256676-1257303	206.029	100.9120479	4.614249325
CV702_RS10930	-	NZ_CP024954.1:2258598-2259333	206.04	100.9174357	4.614302714
CV702_RS10275	-	NZ_CP024954.1:2142072-2142354	206.175	100.9835581	4.614957712
CV702_RS03380	-	NZ_CP024954.1:678995-679934	206.478	101.1319661	4.616426259
CV702_RS10365	pyrH	NZ_CP024954.1:2156412-2157129	206.529	101.1569456	4.616673228
CV702_RS08855	-	NZ_CP024954.1:1867256-1869176	206.545	101.1647823	4.616750696
CV702_RS02045	treR	NZ_CP024954.1:412278-412995	206.589	101.1863333	4.616963702
CV702_RS07800	-	NZ_CP024954.1:1644154-1644862	206.872	101.3249454	4.618332634
CV702_RS00760	-	NZ_CP024954.1:151039-151573	207.625	101.6937613	4.621965957
CV702_RS09100	recQ	NZ_CP024954.1:1921097-1922876	207.943	101.8495163	4.623496393
CV702_RS10290	-	NZ_CP024954.1:2143981-2145001	208.272	102.0106589	4.625077307
CV702_RS00205	recO	NZ_CP024954.1:39599-40355	208.665	102.2031485	4.626962485
CV702_RS02495	-	NZ_CP024954.1:489131-489827	208.756	102.2477199	4.627398495
CV702_RS05925	hisC	NZ_CP024954.1:1254627-1255710	208.782	102.2604546	4.627523035
CV702_RS00980	-	NZ_CP024954.1:194085-195063	208.833	102.2854341	4.627767279
CV702_RS00530	jag	NZ_CP024954.1:101703-102618	208.921	102.3285361	4.628188579
